participant_id,Cultural_Fam,Musicianship,age,nationality,ethnicity,rhythm_name,original_identifier,aligned_beat,trial_errors,trial_durations_sec,trial_adjustments,random_start_beats,initial_beat_offsets,corrected_aligned_beats,is_correct,trial_number_overall,repetition
RHYTHM_1758013500335_hicqq,Indian,Non-Musician,63,india,indian,Rupak,2,1,0,84.7,3,2,4,1,TRUE,7,2
RHYTHM_1758013500335_hicqq,Indian,Non-Musician,63,india,indian,Jhaptal,2,1,0,42.9,1,9,9,1,TRUE,8,2
RHYTHM_1758017693201_tublf,Indian,Non-Musician,34,india,indian,Rupak,1,4,4,45,1,3,5,4,FALSE,1,1
RHYTHM_1758017693201_tublf,Indian,Non-Musician,34,india,indian,Keherva,1,1,0,37,1,3,7,1,TRUE,2,1
RHYTHM_1758017693201_tublf,Indian,Non-Musician,34,india,indian,Teental,1,16,1,47.8,1,2,2,16,FALSE,3,1
RHYTHM_1758017693201_tublf,Indian,Non-Musician,34,india,indian,Keherva,2,1,0,32.8,2,1,2,1,TRUE,4,2
RHYTHM_1758017693201_tublf,Indian,Non-Musician,34,india,indian,Jhaptal,1,3,8,81.7,1,4,7,3,FALSE,5,1
RHYTHM_1758017693201_tublf,Indian,Non-Musician,34,india,indian,Teental,2,16,1,55.4,5,8,6,16,FALSE,6,2
RHYTHM_1758017693201_tublf,Indian,Non-Musician,34,india,indian,Rupak,2,4,4,39.7,0,2,4,4,FALSE,7,2
RHYTHM_1758017693201_tublf,Indian,Non-Musician,34,india,indian,Jhaptal,2,8,3,28.2,11,8,8,8,FALSE,8,2
RHYTHM_1758033896421_y00og,Indian,NICM_Musician,17,india,indian,Rupak,1,1,0,42,3,5,4,1,TRUE,1,1
RHYTHM_1758033896421_y00og,Indian,NICM_Musician,17,india,indian,Rupak,2,1,0,25.9,3,1,3,1,TRUE,2,2
RHYTHM_1758033896421_y00og,Indian,NICM_Musician,17,india,indian,Teental,1,1,0,75.8,8,15,10,1,TRUE,3,1
RHYTHM_1758033896421_y00og,Indian,NICM_Musician,17,india,indian,Jhaptal,1,8,3,52.9,9,8,6,8,FALSE,4,1
RHYTHM_1758033896421_y00og,Indian,NICM_Musician,17,india,indian,Teental,2,1,0,22,2,7,14,1,TRUE,5,2
RHYTHM_1758033896421_y00og,Indian,NICM_Musician,17,india,indian,Keherva,1,1,0,42.3,2,4,6,1,TRUE,6,1
RHYTHM_1758033896421_y00og,Indian,NICM_Musician,17,india,indian,Keherva,2,1,0,36,2,5,2,1,TRUE,7,2
RHYTHM_1758033896421_y00og,Indian,NICM_Musician,17,india,indian,Jhaptal,2,1,0,30.4,1,10,1,1,TRUE,8,2
RHYTHM_1758035109378_9va9w,Indian,NICM_Musician,28,india,indian,Rupak,1,1,0,110.8,9,1,6,1,TRUE,1,1
RHYTHM_1758035109378_9va9w,Indian,NICM_Musician,28,india,indian,Jhaptal,1,8,3,209.2,27,7,2,8,FALSE,2,1
RHYTHM_1758035109378_9va9w,Indian,NICM_Musician,28,india,indian,Jhaptal,2,8,3,58.5,3,4,4,8,FALSE,3,2
RHYTHM_1758035109378_9va9w,Indian,NICM_Musician,28,india,indian,Teental,1,1,0,136.6,12,16,6,1,TRUE,4,1
RHYTHM_1758035109378_9va9w,Indian,NICM_Musician,28,india,indian,Teental,2,1,0,83,6,2,10,1,TRUE,5,2
RHYTHM_1758035109378_9va9w,Indian,NICM_Musician,28,india,indian,Keherva,1,6,3,95,11,6,6,6,FALSE,6,1
RHYTHM_1758035109378_9va9w,Indian,NICM_Musician,28,india,indian,Rupak,2,1,0,72.2,3,7,4,1,TRUE,7,2
RHYTHM_1758035109378_9va9w,Indian,NICM_Musician,28,india,indian,Keherva,2,8,1,109.8,11,7,2,8,FALSE,8,2
RHYTHM_1758037994374_md09y,Indian,NICM_Musician,18,india,indian,Keherva,1,1,0,30.8,1,1,7,1,TRUE,1,1
RHYTHM_1758037994374_md09y,Indian,NICM_Musician,18,india,indian,Teental,1,1,0,31.4,4,11,12,1,TRUE,2,1
RHYTHM_1758037994374_md09y,Indian,NICM_Musician,18,india,indian,Teental,2,1,0,26.1,5,7,13,1,TRUE,3,2
RHYTHM_1758037994374_md09y,Indian,NICM_Musician,18,india,indian,Rupak,1,1,0,24.5,3,6,3,1,TRUE,4,1
RHYTHM_1758037994374_md09y,Indian,NICM_Musician,18,india,indian,Jhaptal,1,1,0,15.4,3,5,3,1,TRUE,5,1
RHYTHM_1758037994374_md09y,Indian,NICM_Musician,18,india,indian,Keherva,2,1,0,20.2,2,6,2,1,TRUE,6,2
RHYTHM_1758037994374_md09y,Indian,NICM_Musician,18,india,indian,Rupak,2,1,0,13.7,2,6,2,1,TRUE,7,2
RHYTHM_1758037994374_md09y,Indian,NICM_Musician,18,india,indian,Jhaptal,2,1,0,12.4,1,9,9,1,TRUE,8,2
RHYTHM_1758044867698_efxaa,Indian,NICM_Musician,27,india,indian,Keherva,1,1,0,25.5,1,4,1,1,TRUE,1,1
RHYTHM_1758044867698_efxaa,Indian,NICM_Musician,27,india,indian,Rupak,1,4,4,33,2,7,6,4,FALSE,2,1
RHYTHM_1758044867698_efxaa,Indian,NICM_Musician,27,india,indian,Teental,1,16,1,26.5,0,8,1,16,FALSE,3,1
RHYTHM_1758044867698_efxaa,Indian,NICM_Musician,27,india,indian,Keherva,2,1,0,52.7,4,6,4,1,TRUE,4,2
RHYTHM_1758044867698_efxaa,Indian,NICM_Musician,27,india,indian,Teental,2,16,1,33.2,2,16,3,16,FALSE,5,2
RHYTHM_1758044867698_efxaa,Indian,NICM_Musician,27,india,indian,Rupak,2,6,2,16.7,0,1,2,6,FALSE,6,2
RHYTHM_1758044867698_efxaa,Indian,NICM_Musician,27,india,indian,Jhaptal,1,4,7,24.1,2,3,9,4,FALSE,7,1
RHYTHM_1758044867698_efxaa,Indian,NICM_Musician,27,india,indian,Jhaptal,2,4,7,14.5,1,2,6,4,FALSE,8,2
RHYTHM_1758047629786_mabcj,Indian,Non-Musician,27,india,indian,Jhaptal,1,2,9,302,28,3,1,2,FALSE,1,1
RHYTHM_1758047629786_mabcj,Indian,Non-Musician,27,india,indian,Rupak,1,4,4,39.4,5,5,2,4,FALSE,2,1
RHYTHM_1758047629786_mabcj,Indian,Non-Musician,27,india,indian,Teental,1,9,8,259.1,67,6,9,9,FALSE,3,1
RHYTHM_1758047629786_mabcj,Indian,Non-Musician,27,india,indian,Teental,2,7,10,23.7,4,7,6,7,FALSE,4,2
RHYTHM_1758047629786_mabcj,Indian,Non-Musician,27,india,indian,Rupak,2,4,4,25.6,3,2,1,4,FALSE,5,2
RHYTHM_1758047629786_mabcj,Indian,Non-Musician,27,india,indian,Jhaptal,2,1,0,25.8,3,9,7,1,TRUE,6,2
RHYTHM_1758047629786_mabcj,Indian,Non-Musician,27,india,indian,Keherva,1,1,0,32.1,3,7,5,1,TRUE,7,1
RHYTHM_1758047629786_mabcj,Indian,Non-Musician,27,india,indian,Keherva,2,1,0,37,5,8,7,1,TRUE,8,2
RHYTHM_1758048997570_rkzu9,Non-Indian,Non-Musician,29,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,1,1,0,75.3,7,1,7,1,TRUE,1,1
RHYTHM_1758048997570_rkzu9,Non-Indian,Non-Musician,29,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,1,2,9,136.5,5,7,4,2,FALSE,2,1
RHYTHM_1758048997570_rkzu9,Non-Indian,Non-Musician,29,united kingdom,"english, welsh, scottish, northern irish or british",Teental,1,16,1,188.8,21,16,4,16,FALSE,3,1
RHYTHM_1758048997570_rkzu9,Non-Indian,Non-Musician,29,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,1,7,1,187,23,1,2,7,FALSE,4,1
RHYTHM_1758048997570_rkzu9,Non-Indian,Non-Musician,29,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,2,5,4,103,9,1,5,5,FALSE,5,2
RHYTHM_1758048997570_rkzu9,Non-Indian,Non-Musician,29,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,2,2,9,70.4,6,7,5,2,FALSE,6,2
RHYTHM_1758048997570_rkzu9,Non-Indian,Non-Musician,29,united kingdom,"english, welsh, scottish, northern irish or british",Teental,2,16,1,115.5,22,14,9,16,FALSE,7,2
RHYTHM_1758048997570_rkzu9,Non-Indian,Non-Musician,29,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,2,5,3,49.4,5,6,1,5,FALSE,8,2
RHYTHM_1758057603173_d1k9v,Indian,Non-Musician,29,india,indian,Jhaptal,1,8,3,152.2,22,9,5,8,FALSE,1,1
RHYTHM_1758057603173_d1k9v,Indian,Non-Musician,29,india,indian,Jhaptal,2,8,3,57.8,7,10,4,8,FALSE,2,2
RHYTHM_1758057603173_d1k9v,Indian,Non-Musician,29,india,indian,Rupak,1,6,2,29.6,2,6,2,6,FALSE,3,1
RHYTHM_1758057603173_d1k9v,Indian,Non-Musician,29,india,indian,Keherva,1,8,1,14.6,3,7,6,8,FALSE,4,1
RHYTHM_1758057603173_d1k9v,Indian,Non-Musician,29,india,indian,Teental,1,3,14,29.4,7,2,11,3,FALSE,5,1
RHYTHM_1758057603173_d1k9v,Indian,Non-Musician,29,india,indian,Keherva,2,6,3,17.8,2,6,1,6,FALSE,6,2
RHYTHM_1758057603173_d1k9v,Indian,Non-Musician,29,india,indian,Teental,2,14,3,15.6,1,3,4,14,FALSE,7,2
RHYTHM_1758057603173_d1k9v,Indian,Non-Musician,29,india,indian,Rupak,2,5,3,14.2,4,2,5,5,FALSE,8,2
RHYTHM_1758091127164_b2xk9,Indian,NICM_Musician,33,india,indian,Rupak,1,1,0,34.3,2,3,5,1,TRUE,1,1
RHYTHM_1758091127164_b2xk9,Indian,NICM_Musician,33,india,indian,Jhaptal,1,1,0,28.8,3,6,3,1,TRUE,2,1
RHYTHM_1758091127164_b2xk9,Indian,NICM_Musician,33,india,indian,Teental,1,1,0,75.5,2,14,14,1,TRUE,3,1
RHYTHM_1758091127164_b2xk9,Indian,NICM_Musician,33,india,indian,Jhaptal,2,1,0,31.9,2,5,2,1,TRUE,4,2
RHYTHM_1758091127164_b2xk9,Indian,NICM_Musician,33,india,indian,Keherva,1,1,0,48.4,1,2,1,1,TRUE,5,1
RHYTHM_1758091127164_b2xk9,Indian,NICM_Musician,33,india,indian,Rupak,2,1,0,40.7,1,5,6,1,TRUE,6,2
RHYTHM_1758091127164_b2xk9,Indian,NICM_Musician,33,india,indian,Teental,2,1,0,54.9,3,14,3,1,TRUE,7,2
RHYTHM_1758091127164_b2xk9,Indian,NICM_Musician,33,india,indian,Keherva,2,1,0,41.5,1,1,7,1,TRUE,8,2
RHYTHM_1758162659461_658fu,Indian,Non-Musician,28,india,indian,Rupak,1,6,2,61.6,4,1,4,6,FALSE,1,1
RHYTHM_1758162659461_658fu,Indian,Non-Musician,28,india,indian,Jhaptal,1,3,8,92.9,9,1,7,3,FALSE,2,1
RHYTHM_1758162659461_658fu,Indian,Non-Musician,28,india,indian,Teental,1,11,6,26.1,1,1,5,11,FALSE,3,1
RHYTHM_1758162659461_658fu,Indian,Non-Musician,28,india,indian,Rupak,2,5,3,99.9,12,1,6,5,FALSE,4,2
RHYTHM_1758162659461_658fu,Indian,Non-Musician,28,india,indian,Keherva,1,2,7,68.4,6,3,1,2,FALSE,5,1
RHYTHM_1758162659461_658fu,Indian,Non-Musician,28,india,indian,Teental,2,16,1,48.1,6,10,15,16,FALSE,6,2
RHYTHM_1758162659461_658fu,Indian,Non-Musician,28,india,indian,Keherva,2,2,7,91.1,16,8,3,2,FALSE,7,2
RHYTHM_1758162659461_658fu,Indian,Non-Musician,28,india,indian,Jhaptal,2,5,6,52.9,9,10,7,5,FALSE,8,2
RHYTHM_1758231455547_qjmys,Indian,NICM_Musician,36,india,indian,Teental,1,1,0,25.3,5,9,5,1,TRUE,1,1
RHYTHM_1758231455547_qjmys,Indian,NICM_Musician,36,india,indian,Rupak,1,1,0,29,4,4,5,1,TRUE,2,1
RHYTHM_1758231455547_qjmys,Indian,NICM_Musician,36,india,indian,Keherva,1,1,0,32.9,10,8,6,1,TRUE,3,1
RHYTHM_1758231455547_qjmys,Indian,NICM_Musician,36,india,indian,Jhaptal,1,1,0,53,1,9,9,1,TRUE,4,1
RHYTHM_1758231455547_qjmys,Indian,NICM_Musician,36,india,indian,Keherva,2,1,0,15.2,1,4,7,1,TRUE,5,2
RHYTHM_1758231455547_qjmys,Indian,NICM_Musician,36,india,indian,Teental,2,1,0,30.5,12,7,6,1,TRUE,6,2
RHYTHM_1758231455547_qjmys,Indian,NICM_Musician,36,india,indian,Rupak,2,1,0,18.8,1,6,1,1,TRUE,7,2
RHYTHM_1758231455547_qjmys,Indian,NICM_Musician,36,india,indian,Jhaptal,2,8,3,23.3,4,8,9,8,FALSE,8,2
RHYTHM_1758529357546_t803x,Indian,Non-Musician,45,india,indian,Keherva,1,1,0,59.1,3,6,7,1,TRUE,1,1
RHYTHM_1758529357546_t803x,Indian,Non-Musician,45,india,indian,Keherva,2,1,0,29.6,1,7,1,1,TRUE,2,2
RHYTHM_1758529357546_t803x,Indian,Non-Musician,45,india,indian,Rupak,1,7,1,38.6,1,7,2,7,FALSE,3,1
RHYTHM_1758529357546_t803x,Indian,Non-Musician,45,india,indian,Rupak,2,7,1,24.2,0,1,1,7,FALSE,4,2
RHYTHM_1758529357546_t803x,Indian,Non-Musician,45,india,indian,Teental,1,16,1,130.9,9,8,8,16,FALSE,5,1
RHYTHM_1758529357546_t803x,Indian,Non-Musician,45,india,indian,Teental,2,16,1,158.9,24,12,15,16,FALSE,6,2
RHYTHM_1758529357546_t803x,Indian,Non-Musician,45,india,indian,Jhaptal,1,6,5,63.5,7,2,8,6,FALSE,7,1
RHYTHM_1758529357546_t803x,Indian,Non-Musician,45,india,indian,Jhaptal,2,6,5,81.5,6,1,9,6,FALSE,8,2
RHYTHM_1758723822361_0c9r2,Indian,NICM_Musician,32,india,indian,Teental,1,16,1,67.6,5,3,14,16,FALSE,1,1
RHYTHM_1758723822361_0c9r2,Indian,NICM_Musician,32,india,indian,Jhaptal,1,3,8,55,2,8,8,3,FALSE,2,1
RHYTHM_1758723822361_0c9r2,Indian,NICM_Musician,32,india,indian,Rupak,1,1,0,118.7,3,7,4,1,TRUE,3,1
RHYTHM_1758723822361_0c9r2,Indian,NICM_Musician,32,india,indian,Keherva,1,2,7,232.8,2,2,1,2,FALSE,4,1
RHYTHM_1758723822361_0c9r2,Indian,NICM_Musician,32,india,indian,Jhaptal,2,1,0,95.2,3,2,7,1,TRUE,5,2
RHYTHM_1758723822361_0c9r2,Indian,NICM_Musician,32,india,indian,Keherva,2,2,7,27.5,2,7,1,2,FALSE,6,2
RHYTHM_1758723822361_0c9r2,Indian,NICM_Musician,32,india,indian,Rupak,2,3,5,6.1,2,7,3,3,FALSE,7,2
RHYTHM_1758723822361_0c9r2,Indian,NICM_Musician,32,india,indian,Teental,2,16,1,76.9,11,11,10,16,FALSE,8,2
RHYTHM_1758731700119_uq316,Non-Indian,Non-Musician,32,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,1,5,3,20.2,10,7,6,5,FALSE,1,1
RHYTHM_1758731700119_uq316,Non-Indian,Non-Musician,32,united kingdom,"english, welsh, scottish, northern irish or british",Teental,1,1,0,22.1,18,4,14,1,TRUE,2,1
RHYTHM_1758731700119_uq316,Non-Indian,Non-Musician,32,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,1,1,0,19.1,9,2,1,1,TRUE,3,1
RHYTHM_1758731700119_uq316,Non-Indian,Non-Musician,32,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,1,10,1,11.8,12,2,3,10,FALSE,4,1
RHYTHM_1758731700119_uq316,Non-Indian,Non-Musician,32,united kingdom,"english, welsh, scottish, northern irish or british",Teental,2,3,14,24.5,22,2,4,3,FALSE,5,2
RHYTHM_1758731700119_uq316,Non-Indian,Non-Musician,32,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,2,6,3,8.7,9,6,4,6,FALSE,6,2
RHYTHM_1758731700119_uq316,Non-Indian,Non-Musician,32,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,2,5,3,9.4,8,6,2,5,FALSE,7,2
RHYTHM_1758731700119_uq316,Non-Indian,Non-Musician,32,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,2,6,5,10.5,13,10,8,6,FALSE,8,2
RHYTHM_1758734256030_qlg05,Non-Indian,non-NICM_Musician,54,united states,"english, welsh, scottish, northern irish or british",Keherva,1,4,5,86.8,6,4,7,4,FALSE,1,1
RHYTHM_1758734256030_qlg05,Non-Indian,non-NICM_Musician,54,united states,"english, welsh, scottish, northern irish or british",Teental,1,5,12,17.4,0,5,12,5,FALSE,2,1
RHYTHM_1758734256030_qlg05,Non-Indian,non-NICM_Musician,54,united states,"english, welsh, scottish, northern irish or british",Jhaptal,1,3,8,42.6,3,6,5,3,FALSE,3,1
RHYTHM_1758734256030_qlg05,Non-Indian,non-NICM_Musician,54,united states,"english, welsh, scottish, northern irish or british",Jhaptal,2,3,8,27,2,6,6,3,FALSE,4,2
RHYTHM_1758734256030_qlg05,Non-Indian,non-NICM_Musician,54,united states,"english, welsh, scottish, northern irish or british",Rupak,1,4,4,12.1,0,7,4,4,FALSE,5,1
RHYTHM_1758734256030_qlg05,Non-Indian,non-NICM_Musician,54,united states,"english, welsh, scottish, northern irish or british",Keherva,2,4,5,36.2,2,2,3,4,FALSE,6,2
RHYTHM_1758734256030_qlg05,Non-Indian,non-NICM_Musician,54,united states,"english, welsh, scottish, northern irish or british",Rupak,2,6,2,47.6,8,7,5,6,FALSE,7,2
RHYTHM_1758734256030_qlg05,Non-Indian,non-NICM_Musician,54,united states,"english, welsh, scottish, northern irish or british",Teental,2,1,0,44.7,7,15,9,1,TRUE,8,2
RHYTHM_1758735061272_azw8c,Non-Indian,non-NICM_Musician,53,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,1,5,4,43.3,10,6,2,5,FALSE,1,1
RHYTHM_1758735061272_azw8c,Non-Indian,non-NICM_Musician,53,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,1,6,5,73.1,9,9,2,6,FALSE,2,1
RHYTHM_1758735061272_azw8c,Non-Indian,non-NICM_Musician,53,united kingdom,"english, welsh, scottish, northern irish or british",Teental,1,15,2,48.3,6,2,12,15,FALSE,3,1
RHYTHM_1758735061272_azw8c,Non-Indian,non-NICM_Musician,53,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,2,1,0,38.9,6,3,2,1,TRUE,4,2
RHYTHM_1758735061272_azw8c,Non-Indian,non-NICM_Musician,53,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,1,4,4,74.5,15,5,6,4,FALSE,5,1
RHYTHM_1758735061272_azw8c,Non-Indian,non-NICM_Musician,53,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,2,4,4,15.4,2,3,2,4,FALSE,6,2
RHYTHM_1758735061272_azw8c,Non-Indian,non-NICM_Musician,53,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,2,8,3,103,17,1,6,8,FALSE,7,2
RHYTHM_1758735061272_azw8c,Non-Indian,non-NICM_Musician,53,united kingdom,"english, welsh, scottish, northern irish or british",Teental,2,16,1,47.7,15,2,2,16,FALSE,8,2
RHYTHM_1758736841695_g9oqx,Non-Indian,non-NICM_Musician,54,united states,any other white background,Keherva,1,7,2,41.7,15,3,3,7,FALSE,1,1
RHYTHM_1758736841695_g9oqx,Non-Indian,non-NICM_Musician,54,united states,any other white background,Keherva,2,7,2,34.6,8,5,4,7,FALSE,2,2
RHYTHM_1758736841695_g9oqx,Non-Indian,non-NICM_Musician,54,united states,any other white background,Jhaptal,1,5,6,39.8,6,2,2,5,FALSE,3,1
RHYTHM_1758736841695_g9oqx,Non-Indian,non-NICM_Musician,54,united states,any other white background,Teental,1,4,13,41.4,12,10,1,4,FALSE,4,1
RHYTHM_1758736841695_g9oqx,Non-Indian,non-NICM_Musician,54,united states,any other white background,Rupak,1,7,1,8,0,7,1,7,FALSE,5,1
RHYTHM_1758736841695_g9oqx,Non-Indian,non-NICM_Musician,54,united states,any other white background,Jhaptal,2,2,9,16.1,3,7,8,2,FALSE,6,2
RHYTHM_1758736841695_g9oqx,Non-Indian,non-NICM_Musician,54,united states,any other white background,Teental,2,16,1,26.1,3,9,14,16,FALSE,7,2
RHYTHM_1758736841695_g9oqx,Non-Indian,non-NICM_Musician,54,united states,any other white background,Rupak,2,3,5,19.6,2,1,3,3,FALSE,8,2
RHYTHM_1758738270278_las11,Non-Indian,non-NICM_Musician,55,united kingdom,"english, welsh, scottish, northern irish or british",Teental,1,14,3,47.5,6,12,13,14,FALSE,1,1
RHYTHM_1758738270278_las11,Non-Indian,non-NICM_Musician,55,united kingdom,"english, welsh, scottish, northern irish or british",Teental,2,10,7,41,4,3,11,10,FALSE,2,2
RHYTHM_1758738270278_las11,Non-Indian,non-NICM_Musician,55,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,1,4,4,20.2,2,2,2,4,FALSE,3,1
RHYTHM_1758738270278_las11,Non-Indian,non-NICM_Musician,55,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,2,4,4,29.5,2,4,2,4,FALSE,4,2
RHYTHM_1758738270278_las11,Non-Indian,non-NICM_Musician,55,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,1,1,0,32.2,5,3,3,1,TRUE,5,1
RHYTHM_1758738270278_las11,Non-Indian,non-NICM_Musician,55,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,1,1,0,33,3,7,3,1,TRUE,6,1
RHYTHM_1758738270278_las11,Non-Indian,non-NICM_Musician,55,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,2,8,3,13.5,0,9,3,8,FALSE,7,2
RHYTHM_1758738270278_las11,Non-Indian,non-NICM_Musician,55,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,2,1,0,19.5,2,2,6,1,TRUE,8,2
RHYTHM_1758741509487_un6yc,Non-Indian,non-NICM_Musician,44,united states,"english, welsh, scottish, northern irish or british",Jhaptal,1,8,3,49.1,8,1,5,8,FALSE,1,1
RHYTHM_1758741509487_un6yc,Non-Indian,non-NICM_Musician,44,united states,"english, welsh, scottish, northern irish or british",Teental,1,16,1,76.5,13,1,12,16,FALSE,2,1
RHYTHM_1758741509487_un6yc,Non-Indian,non-NICM_Musician,44,united states,"english, welsh, scottish, northern irish or british",Jhaptal,2,8,3,37.4,6,1,7,8,FALSE,3,2
RHYTHM_1758741509487_un6yc,Non-Indian,non-NICM_Musician,44,united states,"english, welsh, scottish, northern irish or british",Keherva,1,1,0,33.1,2,4,2,1,TRUE,4,1
RHYTHM_1758741509487_un6yc,Non-Indian,non-NICM_Musician,44,united states,"english, welsh, scottish, northern irish or british",Rupak,1,4,4,24.7,6,2,1,4,FALSE,5,1
RHYTHM_1758741509487_un6yc,Non-Indian,non-NICM_Musician,44,united states,"english, welsh, scottish, northern irish or british",Keherva,2,1,0,24.6,2,6,6,1,TRUE,6,2
RHYTHM_1758741509487_un6yc,Non-Indian,non-NICM_Musician,44,united states,"english, welsh, scottish, northern irish or british",Teental,2,1,0,21.4,2,9,14,1,TRUE,7,2
RHYTHM_1758741509487_un6yc,Non-Indian,non-NICM_Musician,44,united states,"english, welsh, scottish, northern irish or british",Rupak,2,4,4,33.8,2,6,6,4,FALSE,8,2
RHYTHM_1758745465014_49lko,Non-Indian,non-NICM_Musician,38,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,1,4,4,64.1,15,4,6,4,FALSE,1,1
RHYTHM_1758745465014_49lko,Non-Indian,non-NICM_Musician,38,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,1,1,0,24.2,1,1,7,1,TRUE,2,1
RHYTHM_1758745465014_49lko,Non-Indian,non-NICM_Musician,38,united kingdom,"english, welsh, scottish, northern irish or british",Teental,1,16,1,26.7,9,16,8,16,FALSE,3,1
RHYTHM_1758745465014_49lko,Non-Indian,non-NICM_Musician,38,united kingdom,"english, welsh, scottish, northern irish or british",Teental,2,16,1,20,2,11,15,16,FALSE,4,2
RHYTHM_1758745465014_49lko,Non-Indian,non-NICM_Musician,38,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,1,8,3,48.6,26,3,1,8,FALSE,5,1
RHYTHM_1758745465014_49lko,Non-Indian,non-NICM_Musician,38,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,2,4,4,40,3,4,3,4,FALSE,6,2
RHYTHM_1758745465014_49lko,Non-Indian,non-NICM_Musician,38,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,2,8,3,60,10,1,3,8,FALSE,7,2
RHYTHM_1758745465014_49lko,Non-Indian,non-NICM_Musician,38,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,2,3,6,37.6,3,5,1,3,FALSE,8,2
RHYTHM_1758746613642_xq425,Non-Indian,non-NICM_Musician,62,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,1,5,4,30.5,1,4,3,5,FALSE,1,1
RHYTHM_1758746613642_xq425,Non-Indian,non-NICM_Musician,62,united kingdom,"english, welsh, scottish, northern irish or british",Teental,1,4,13,36.3,2,2,15,4,FALSE,2,1
RHYTHM_1758746613642_xq425,Non-Indian,non-NICM_Musician,62,united kingdom,"english, welsh, scottish, northern irish or british",Teental,2,7,10,43.3,13,10,5,7,FALSE,3,2
RHYTHM_1758746613642_xq425,Non-Indian,non-NICM_Musician,62,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,1,10,1,60,8,9,7,10,FALSE,4,1
RHYTHM_1758746613642_xq425,Non-Indian,non-NICM_Musician,62,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,2,4,5,39.9,8,3,3,4,FALSE,5,2
RHYTHM_1758746613642_xq425,Non-Indian,non-NICM_Musician,62,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,2,7,4,27.6,1,2,5,7,FALSE,6,2
RHYTHM_1758746613642_xq425,Non-Indian,non-NICM_Musician,62,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,1,4,4,23.1,2,7,2,4,FALSE,7,1
RHYTHM_1758746613642_xq425,Non-Indian,non-NICM_Musician,62,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,2,4,4,21.1,0,1,4,4,FALSE,8,2
RHYTHM_1758747345839_wh3xm,Non-Indian,non-NICM_Musician,47,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,1,1,0,28.4,2,3,2,1,TRUE,1,1
RHYTHM_1758747345839_wh3xm,Non-Indian,non-NICM_Musician,47,united kingdom,"english, welsh, scottish, northern irish or british",Teental,1,14,3,17.3,2,14,5,14,FALSE,2,1
RHYTHM_1758747345839_wh3xm,Non-Indian,non-NICM_Musician,47,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,1,5,4,12.7,1,4,3,5,FALSE,3,1
RHYTHM_1758747345839_wh3xm,Non-Indian,non-NICM_Musician,47,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,1,1,0,14.2,2,8,2,1,TRUE,4,1
RHYTHM_1758747345839_wh3xm,Non-Indian,non-NICM_Musician,47,united kingdom,"english, welsh, scottish, northern irish or british",Teental,2,7,10,14.2,5,5,5,7,FALSE,5,2
RHYTHM_1758747345839_wh3xm,Non-Indian,non-NICM_Musician,47,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,2,8,1,10.2,1,8,2,8,FALSE,6,2
RHYTHM_1758747345839_wh3xm,Non-Indian,non-NICM_Musician,47,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,2,7,1,9.1,2,7,6,7,FALSE,7,2
