participant_id,Cultural_Fam,Musicianship,age,nationality,ethnicity,rhythm_name,original_identifier,aligned_beat,trial_errors,trial_durations_sec,trial_adjustments,random_start_beats,initial_beat_offsets,corrected_aligned_beats,is_correct,trial_number_overall,repetition
RHYTHM_1757513536220_8uxm7,Indian,Non-Musician,54,india,indian,Rupak,2,5,3,31.5,2,1,5,5,FALSE,8,2
RHYTHM_1757516836130_0yox6,Indian,Non-Musician,19,india,indian,Jhaptal,1,3,8,72,9,10,5,3,FALSE,1,1
RHYTHM_1757516836130_0yox6,Indian,Non-Musician,19,india,indian,Keherva,1,6,3,34.2,2,4,5,6,FALSE,2,1
RHYTHM_1757516836130_0yox6,Indian,Non-Musician,19,india,indian,Rupak,1,4,4,19.7,2,3,2,4,FALSE,3,1
RHYTHM_1757516836130_0yox6,Indian,Non-Musician,19,india,indian,Keherva,2,2,7,36.8,12,7,3,2,FALSE,4,2
RHYTHM_1757516836130_0yox6,Indian,Non-Musician,19,india,indian,Teental,1,13,4,9.1,0,16,4,13,FALSE,5,1
RHYTHM_1757516836130_0yox6,Indian,Non-Musician,19,india,indian,Jhaptal,2,6,5,30.9,4,1,3,6,FALSE,6,2
RHYTHM_1757516836130_0yox6,Indian,Non-Musician,19,india,indian,Rupak,2,3,5,13.2,1,4,4,3,FALSE,7,2
RHYTHM_1757516836130_0yox6,Indian,Non-Musician,19,india,indian,Teental,2,5,12,13.3,5,6,1,5,FALSE,8,2
RHYTHM_1757519138288_k3jyb,Indian,Non-Musician,28,india,indian,Teental,1,10,7,27.1,22,5,9,10,FALSE,1,1
RHYTHM_1757519138288_k3jyb,Indian,Non-Musician,28,india,indian,Rupak,1,7,1,16.1,10,7,5,7,FALSE,2,1
RHYTHM_1757519138288_k3jyb,Indian,Non-Musician,28,india,indian,Jhaptal,1,10,1,9,3,6,4,10,FALSE,3,1
RHYTHM_1757519138288_k3jyb,Indian,Non-Musician,28,india,indian,Keherva,1,6,3,10.5,4,3,1,6,FALSE,4,1
RHYTHM_1757519138288_k3jyb,Indian,Non-Musician,28,india,indian,Keherva,2,6,3,15.1,2,2,1,6,FALSE,5,2
RHYTHM_1757519138288_k3jyb,Indian,Non-Musician,28,india,indian,Teental,2,4,13,5.9,1,14,12,4,FALSE,6,2
RHYTHM_1757519138288_k3jyb,Indian,Non-Musician,28,india,indian,Jhaptal,2,7,4,8.2,5,10,9,7,FALSE,7,2
RHYTHM_1757519138288_k3jyb,Indian,Non-Musician,28,india,indian,Rupak,2,5,3,6,2,1,1,5,FALSE,8,2
RHYTHM_1757521827370_h5mjl,Indian,Non-Musician,27,india,indian,Rupak,1,4,4,58.5,5,5,2,4,FALSE,1,1
RHYTHM_1757521827370_h5mjl,Indian,Non-Musician,27,india,indian,Jhaptal,1,6,5,94.8,13,9,4,6,FALSE,2,1
RHYTHM_1757521827370_h5mjl,Indian,Non-Musician,27,india,indian,Teental,1,10,7,142.4,18,2,5,10,FALSE,3,1
RHYTHM_1757521827370_h5mjl,Indian,Non-Musician,27,india,indian,Teental,2,14,3,75,8,13,13,14,FALSE,4,2
RHYTHM_1757521827370_h5mjl,Indian,Non-Musician,27,india,indian,Keherva,1,2,7,62.4,3,4,2,2,FALSE,5,1
RHYTHM_1757521827370_h5mjl,Indian,Non-Musician,27,india,indian,Jhaptal,2,1,0,43.1,3,4,1,1,TRUE,6,2
RHYTHM_1757521827370_h5mjl,Indian,Non-Musician,27,india,indian,Rupak,2,4,4,21.1,1,6,3,4,FALSE,7,2
RHYTHM_1757521827370_h5mjl,Indian,Non-Musician,27,india,indian,Keherva,2,6,3,18.3,1,6,4,6,FALSE,8,2
RHYTHM_1757523652973_053sl,Indian,Non-Musician,33,india,indian,Teental,1,15,2,67.8,5,7,6,15,FALSE,1,1
RHYTHM_1757523652973_053sl,Indian,Non-Musician,33,india,indian,Rupak,1,1,0,77.6,8,6,6,1,TRUE,2,1
RHYTHM_1757523652973_053sl,Indian,Non-Musician,33,india,indian,Rupak,2,1,0,50.7,8,7,4,1,TRUE,3,2
RHYTHM_1757523652973_053sl,Indian,Non-Musician,33,india,indian,Jhaptal,1,7,4,172.4,10,7,6,7,FALSE,4,1
RHYTHM_1757523652973_053sl,Indian,Non-Musician,33,india,indian,Keherva,1,1,0,32.4,2,4,6,1,TRUE,5,1
RHYTHM_1757523652973_053sl,Indian,Non-Musician,33,india,indian,Jhaptal,2,7,4,15.4,0,9,4,7,FALSE,6,2
RHYTHM_1757523652973_053sl,Indian,Non-Musician,33,india,indian,Keherva,2,5,4,61.2,3,8,5,5,FALSE,7,2
RHYTHM_1757523652973_053sl,Indian,Non-Musician,33,india,indian,Teental,2,15,2,22.5,1,4,3,15,FALSE,8,2
RHYTHM_1757522009935_0nem0,Indian,Non-Musician,66,india,indian,Jhaptal,1,2,9,290.3,16,2,1,2,FALSE,1,1
RHYTHM_1757522009935_0nem0,Indian,Non-Musician,66,india,indian,Keherva,1,3,6,374.8,19,4,1,3,FALSE,2,1
RHYTHM_1757522009935_0nem0,Indian,Non-Musician,66,india,indian,Rupak,1,2,6,259.3,11,3,6,2,FALSE,3,1
RHYTHM_1757522009935_0nem0,Indian,Non-Musician,66,india,indian,Keherva,2,1,0,106.7,4,8,4,1,TRUE,4,2
RHYTHM_1757522009935_0nem0,Indian,Non-Musician,66,india,indian,Rupak,2,1,0,76.2,4,7,4,1,TRUE,5,2
RHYTHM_1757522009935_0nem0,Indian,Non-Musician,66,india,indian,Teental,1,16,1,90.3,10,11,11,16,FALSE,6,1
RHYTHM_1757522009935_0nem0,Indian,Non-Musician,66,india,indian,Jhaptal,2,3,8,239,14,6,6,3,FALSE,7,2
RHYTHM_1757522009935_0nem0,Indian,Non-Musician,66,india,indian,Teental,2,16,1,38.4,2,14,1,16,FALSE,8,2
RHYTHM_1757528013786_mkvm4,Indian,Non-Musician,27,india,indian,Teental,1,11,6,138.6,17,11,3,11,FALSE,1,1
RHYTHM_1757528013786_mkvm4,Indian,Non-Musician,27,india,indian,Teental,2,11,6,53.4,3,12,9,11,FALSE,2,2
RHYTHM_1757528013786_mkvm4,Indian,Non-Musician,27,india,indian,Rupak,1,7,1,34.2,3,3,4,7,FALSE,3,1
RHYTHM_1757528013786_mkvm4,Indian,Non-Musician,27,india,indian,Jhaptal,1,7,4,35.8,1,2,5,7,FALSE,4,1
RHYTHM_1757528013786_mkvm4,Indian,Non-Musician,27,india,indian,Keherva,1,8,1,62.9,10,5,3,8,FALSE,5,1
RHYTHM_1757528013786_mkvm4,Indian,Non-Musician,27,india,indian,Jhaptal,2,6,5,23.6,3,6,8,6,FALSE,6,2
RHYTHM_1757528013786_mkvm4,Indian,Non-Musician,27,india,indian,Rupak,2,7,1,41.1,7,4,6,7,FALSE,7,2
RHYTHM_1757528013786_mkvm4,Indian,Non-Musician,27,india,indian,Keherva,2,7,2,58.1,9,8,3,7,FALSE,8,2
RHYTHM_1757530218344_fjke9,Non-Indian,non-NICM_Musician,33,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,1,6,5,44.9,6,1,5,6,FALSE,1,1
RHYTHM_1757530218344_fjke9,Non-Indian,non-NICM_Musician,33,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,1,1,0,36.3,3,7,5,1,TRUE,2,1
RHYTHM_1757530218344_fjke9,Non-Indian,non-NICM_Musician,33,united kingdom,"english, welsh, scottish, northern irish or british",Jhaptal,2,6,5,83.4,13,6,4,6,FALSE,3,2
RHYTHM_1757530218344_fjke9,Non-Indian,non-NICM_Musician,33,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,1,6,2,49.4,4,1,4,6,FALSE,4,1
RHYTHM_1757530218344_fjke9,Non-Indian,non-NICM_Musician,33,united kingdom,"english, welsh, scottish, northern irish or british",Keherva,2,1,0,47.7,5,5,5,1,TRUE,5,2
RHYTHM_1757530218344_fjke9,Non-Indian,non-NICM_Musician,33,united kingdom,"english, welsh, scottish, northern irish or british",Rupak,2,4,4,29.2,2,6,4,4,FALSE,6,2
RHYTHM_1757530218344_fjke9,Non-Indian,non-NICM_Musician,33,united kingdom,"english, welsh, scottish, northern irish or british",Teental,1,1,0,29.9,3,16,13,1,TRUE,7,1
RHYTHM_1757530218344_fjke9,Non-Indian,non-NICM_Musician,33,united kingdom,"english, welsh, scottish, northern irish or british",Teental,2,1,0,47.4,8,10,8,1,TRUE,8,2
RHYTHM_1757563101744_y77lr,Indian,Non-Musician,28,india,indian,Teental,1,11,6,14.1,3,7,7,11,FALSE,1,1
RHYTHM_1757563101744_y77lr,Indian,Non-Musician,28,india,indian,Jhaptal,1,10,1,12.3,3,8,4,10,FALSE,2,1
RHYTHM_1757563101744_y77lr,Indian,Non-Musician,28,india,indian,Keherva,1,8,1,12,8,4,5,8,FALSE,3,1
RHYTHM_1757563101744_y77lr,Indian,Non-Musician,28,india,indian,Keherva,2,7,2,12.5,7,1,1,7,FALSE,4,2
RHYTHM_1757563101744_y77lr,Indian,Non-Musician,28,india,indian,Rupak,1,2,6,8.1,5,2,5,2,FALSE,5,1
RHYTHM_1757563101744_y77lr,Indian,Non-Musician,28,india,indian,Jhaptal,2,5,6,9.7,5,6,1,5,FALSE,6,2
RHYTHM_1757563101744_y77lr,Indian,Non-Musician,28,india,indian,Rupak,2,3,5,11.5,4,2,2,3,FALSE,7,2
RHYTHM_1757563101744_y77lr,Indian,Non-Musician,28,india,indian,Teental,2,1,0,13.3,17,2,13,1,TRUE,8,2
RHYTHM_1757588749188_vqfju,Indian,Non-Musician,22,india,indian,Keherva,1,1,0,84.4,7,7,7,1,TRUE,1,1
RHYTHM_1757588749188_vqfju,Indian,Non-Musician,22,india,indian,Jhaptal,1,10,1,38.1,3,9,4,10,FALSE,2,1
RHYTHM_1757588749188_vqfju,Indian,Non-Musician,22,india,indian,Teental,1,16,1,99.9,12,3,13,16,FALSE,3,1
RHYTHM_1757588749188_vqfju,Indian,Non-Musician,22,india,indian,Teental,2,16,1,99.3,12,4,13,16,FALSE,4,2
RHYTHM_1757588749188_vqfju,Indian,Non-Musician,22,india,indian,Rupak,1,4,4,16.2,0,1,4,4,FALSE,5,1
RHYTHM_1757588749188_vqfju,Indian,Non-Musician,22,india,indian,Rupak,2,5,3,15.3,0,2,3,5,FALSE,6,2
RHYTHM_1757588749188_vqfju,Indian,Non-Musician,22,india,indian,Jhaptal,2,10,1,24.2,3,8,4,10,FALSE,7,2
RHYTHM_1757588749188_vqfju,Indian,Non-Musician,22,india,indian,Keherva,2,5,4,38,9,8,1,5,FALSE,8,2
RHYTHM_1757596401677_p82xw,Indian,Non-Musician,20,india,indian,Rupak,1,3,5,27.4,3,6,1,3,FALSE,1,1
RHYTHM_1757596401677_p82xw,Indian,Non-Musician,20,india,indian,Teental,1,11,6,47.2,6,10,12,11,FALSE,2,1
RHYTHM_1757596401677_p82xw,Indian,Non-Musician,20,india,indian,Rupak,2,4,4,14.4,1,1,3,4,FALSE,3,2
RHYTHM_1757596401677_p82xw,Indian,Non-Musician,20,india,indian,Jhaptal,1,6,5,13.9,2,5,3,6,FALSE,4,1
RHYTHM_1757596401677_p82xw,Indian,Non-Musician,20,india,indian,Keherva,1,4,5,14,3,5,2,4,FALSE,5,1
RHYTHM_1757596401677_p82xw,Indian,Non-Musician,20,india,indian,Keherva,2,4,5,16.1,4,5,1,4,FALSE,6,2
RHYTHM_1757596401677_p82xw,Indian,Non-Musician,20,india,indian,Teental,2,9,8,9,3,4,11,9,FALSE,7,2
RHYTHM_1757596401677_p82xw,Indian,Non-Musician,20,india,indian,Jhaptal,2,9,2,10.3,1,3,1,9,FALSE,8,2
RHYTHM_1757596441150_z3tal,Indian,Non-Musician,18,india,indian,Rupak,1,2,6,54.5,4,3,3,2,FALSE,1,1
RHYTHM_1757596441150_z3tal,Indian,Non-Musician,18,india,indian,Rupak,2,5,3,36.1,2,5,5,5,FALSE,2,2
RHYTHM_1757596441150_z3tal,Indian,Non-Musician,18,india,indian,Teental,1,3,14,15.3,1,10,15,3,FALSE,3,1
RHYTHM_1757596441150_z3tal,Indian,Non-Musician,18,india,indian,Jhaptal,1,10,1,12.9,1,8,2,10,FALSE,4,1
RHYTHM_1757596441150_z3tal,Indian,Non-Musician,18,india,indian,Teental,2,1,0,8.3,1,14,1,1,TRUE,5,2
RHYTHM_1757596441150_z3tal,Indian,Non-Musician,18,india,indian,Keherva,1,4,5,14.8,2,7,7,4,FALSE,6,1
RHYTHM_1757596441150_z3tal,Indian,Non-Musician,18,india,indian,Keherva,2,8,1,19.2,3,4,4,8,FALSE,7,2
RHYTHM_1757596441150_z3tal,Indian,Non-Musician,18,india,indian,Jhaptal,2,2,9,9.6,2,8,1,2,FALSE,8,2
RHYTHM_1757595863481_2bx1m,Indian,Non-Musician,29,india,indian,Keherva,1,5,4,157.3,11,4,5,5,FALSE,1,1
RHYTHM_1757595863481_2bx1m,Indian,Non-Musician,29,india,indian,Keherva,2,4,5,209.5,23,2,2,4,FALSE,2,2
RHYTHM_1757595863481_2bx1m,Indian,Non-Musician,29,india,indian,Jhaptal,1,8,3,94.7,5,10,8,8,FALSE,3,1
RHYTHM_1757595863481_2bx1m,Indian,Non-Musician,29,india,indian,Teental,1,16,1,56.9,4,9,5,16,FALSE,4,1
RHYTHM_1757595863481_2bx1m,Indian,Non-Musician,29,india,indian,Jhaptal,2,3,8,43.6,3,9,1,3,FALSE,5,2
RHYTHM_1757595863481_2bx1m,Indian,Non-Musician,29,india,indian,Teental,2,16,1,55.2,7,13,2,16,FALSE,6,2
RHYTHM_1757595863481_2bx1m,Indian,Non-Musician,29,india,indian,Rupak,1,4,4,62.1,5,5,2,4,FALSE,7,1
RHYTHM_1757595863481_2bx1m,Indian,Non-Musician,29,india,indian,Rupak,2,4,4,48.1,5,4,2,4,FALSE,8,2
RHYTHM_1757596620255_tq3g9,Indian,NICM_Musician,18,india,indian,Keherva,1,1,0,88.5,13,5,1,1,TRUE,1,1
RHYTHM_1757596620255_tq3g9,Indian,NICM_Musician,18,india,indian,Rupak,1,4,4,50.3,1,2,3,4,FALSE,2,1
RHYTHM_1757596620255_tq3g9,Indian,NICM_Musician,18,india,indian,Teental,1,16,1,96.2,8,10,9,16,FALSE,3,1
RHYTHM_1757596620255_tq3g9,Indian,NICM_Musician,18,india,indian,Jhaptal,1,8,3,108.4,1,9,4,8,FALSE,4,1
RHYTHM_1757596620255_tq3g9,Indian,NICM_Musician,18,india,indian,Teental,2,16,1,58.1,11,3,12,16,FALSE,5,2
RHYTHM_1757596620255_tq3g9,Indian,NICM_Musician,18,india,indian,Jhaptal,2,8,3,33.7,2,6,1,8,FALSE,6,2
RHYTHM_1757596620255_tq3g9,Indian,NICM_Musician,18,india,indian,Keherva,2,1,0,110.7,3,5,7,1,TRUE,7,2
RHYTHM_1757596620255_tq3g9,Indian,NICM_Musician,18,india,indian,Keherva,3,1,0,111,3,5,7,1,TRUE,8,3
RHYTHM_1757597121487_nd5uw,Indian,Non-Musician,18,india,indian,Jhaptal,1,10,1,92,9,7,2,10,FALSE,1,1
RHYTHM_1757597121487_nd5uw,Indian,Non-Musician,18,india,indian,Rupak,1,3,5,40.5,4,6,2,3,FALSE,2,1
RHYTHM_1757597121487_nd5uw,Indian,Non-Musician,18,india,indian,Keherva,1,2,7,18.9,0,8,7,2,FALSE,3,1
RHYTHM_1757597121487_nd5uw,Indian,Non-Musician,18,india,indian,Teental,1,14,3,55.8,9,9,10,14,FALSE,4,1
RHYTHM_1757597121487_nd5uw,Indian,Non-Musician,18,india,indian,Jhaptal,2,1,0,75.1,4,2,6,1,TRUE,5,2
RHYTHM_1757597121487_nd5uw,Indian,Non-Musician,18,india,indian,Keherva,2,2,7,46.3,6,6,3,2,FALSE,6,2
RHYTHM_1757597121487_nd5uw,Indian,Non-Musician,18,india,indian,Teental,2,14,3,21.6,2,4,1,14,FALSE,7,2
RHYTHM_1757597121487_nd5uw,Indian,Non-Musician,18,india,indian,Rupak,2,3,5,50.2,5,2,1,3,FALSE,8,2
RHYTHM_1757598188206_tvevc,Indian,Non-Musician,20,india,indian,Keherva,1,2,7,40.4,1,5,6,2,FALSE,1,1
RHYTHM_1757598188206_tvevc,Indian,Non-Musician,20,india,indian,Jhaptal,1,7,4,38.4,11,10,3,7,FALSE,2,1
RHYTHM_1757598188206_tvevc,Indian,Non-Musician,20,india,indian,Keherva,2,2,7,42.6,4,5,1,2,FALSE,3,2
RHYTHM_1757598188206_tvevc,Indian,Non-Musician,20,india,indian,Rupak,1,4,4,25.7,2,7,6,4,FALSE,4,1
RHYTHM_1757598188206_tvevc,Indian,Non-Musician,20,india,indian,Rupak,2,3,5,4.2,0,3,5,3,FALSE,5,2
RHYTHM_1757598188206_tvevc,Indian,Non-Musician,20,india,indian,Teental,1,14,3,35.5,6,12,13,14,FALSE,6,1
RHYTHM_1757598188206_tvevc,Indian,Non-Musician,20,india,indian,Teental,2,6,11,24,4,12,13,6,FALSE,7,2
RHYTHM_1757598188206_tvevc,Indian,Non-Musician,20,india,indian,Jhaptal,2,6,5,14.9,0,2,5,6,FALSE,8,2
RHYTHM_1757600413688_r2yeh,Indian,NICM_Musician,19,india,indian,Rupak,1,1,0,68.2,5,7,5,1,TRUE,1,1
RHYTHM_1757600413688_r2yeh,Indian,NICM_Musician,19,india,indian,Rupak,2,1,0,24.5,2,3,2,1,TRUE,2,2
RHYTHM_1757600413688_r2yeh,Indian,NICM_Musician,19,india,indian,Teental,1,16,1,50.3,6,12,7,16,FALSE,3,1
RHYTHM_1757600413688_r2yeh,Indian,NICM_Musician,19,india,indian,Keherva,1,2,7,210.5,13,2,2,2,FALSE,4,1
RHYTHM_1757600413688_r2yeh,Indian,NICM_Musician,19,india,indian,Jhaptal,1,8,3,193.1,9,8,2,8,FALSE,5,1
RHYTHM_1757600413688_r2yeh,Indian,NICM_Musician,19,india,indian,Jhaptal,2,1,0,76,7,3,7,1,TRUE,6,2
RHYTHM_1757600413688_r2yeh,Indian,NICM_Musician,19,india,indian,Teental,2,8,9,104.6,5,6,4,8,FALSE,7,2
RHYTHM_1757600413688_r2yeh,Indian,NICM_Musician,19,india,indian,Keherva,2,3,6,46.4,3,5,3,3,FALSE,8,2
RHYTHM_1757614652737_zmqe7,Indian,Non-Musician,27,india,indian,Teental,1,1,0,35.3,2,11,14,1,TRUE,1,1
RHYTHM_1757614652737_zmqe7,Indian,Non-Musician,27,india,indian,Teental,2,16,1,47,8,7,3,16,FALSE,2,2
RHYTHM_1757614652737_zmqe7,Indian,Non-Musician,27,india,indian,Rupak,1,5,3,42.5,1,7,2,5,FALSE,3,1
RHYTHM_1757614652737_zmqe7,Indian,Non-Musician,27,india,indian,Keherva,1,4,5,28.8,4,4,1,4,FALSE,4,1
RHYTHM_1757614652737_zmqe7,Indian,Non-Musician,27,india,indian,Jhaptal,1,1,0,42.1,6,7,4,1,TRUE,5,1
RHYTHM_1757614652737_zmqe7,Indian,Non-Musician,27,india,indian,Keherva,2,7,2,53.9,16,2,6,7,FALSE,6,2
RHYTHM_1757614652737_zmqe7,Indian,Non-Musician,27,india,indian,Rupak,2,7,1,41.4,8,4,2,7,FALSE,7,2
RHYTHM_1757614652737_zmqe7,Indian,Non-Musician,27,india,indian,Jhaptal,2,4,7,13,1,4,6,4,FALSE,8,2
RHYTHM_1757616521630_4cvmk,Indian,Non-Musician,26,india,indian,Jhaptal,1,2,9,20.1,0,10,9,2,FALSE,1,1
RHYTHM_1757616521630_4cvmk,Indian,Non-Musician,26,india,indian,Teental,1,8,9,25.8,1,16,8,8,FALSE,2,1
RHYTHM_1757616521630_4cvmk,Indian,Non-Musician,26,india,indian,Jhaptal,2,2,9,59,5,2,2,2,FALSE,3,2
RHYTHM_1757616521630_4cvmk,Indian,Non-Musician,26,india,indian,Keherva,1,6,3,26.3,4,2,7,6,FALSE,4,1
RHYTHM_1757616521630_4cvmk,Indian,Non-Musician,26,india,indian,Rupak,1,4,4,15.2,0,1,4,4,FALSE,5,1
RHYTHM_1757616521630_4cvmk,Indian,Non-Musician,26,india,indian,Rupak,2,6,2,15.5,1,3,3,6,FALSE,6,2
RHYTHM_1757616521630_4cvmk,Indian,Non-Musician,26,india,indian,Keherva,2,4,5,13.5,0,3,5,4,FALSE,7,2
RHYTHM_1757616521630_4cvmk,Indian,Non-Musician,26,india,indian,Teental,2,8,9,18,4,4,11,8,FALSE,8,2
RHYTHM_1757621719600_61vcd,Indian,Non-Musician,28,india,indian,Rupak,1,1,0,77.5,10,3,5,1,TRUE,1,1
RHYTHM_1757621719600_61vcd,Indian,Non-Musician,28,india,indian,Rupak,2,4,4,90.3,10,5,1,4,FALSE,2,2
RHYTHM_1757621719600_61vcd,Indian,Non-Musician,28,india,indian,Teental,1,16,1,70.4,6,10,11,16,FALSE,3,1
RHYTHM_1757621719600_61vcd,Indian,Non-Musician,28,india,indian,Jhaptal,1,10,1,15.7,0,10,1,10,FALSE,4,1
RHYTHM_1757621719600_61vcd,Indian,Non-Musician,28,india,indian,Teental,2,7,10,91.6,15,12,11,7,FALSE,5,2
RHYTHM_1757621719600_61vcd,Indian,Non-Musician,28,india,indian,Keherva,1,8,1,21.8,2,6,3,8,FALSE,6,1
RHYTHM_1757621719600_61vcd,Indian,Non-Musician,28,india,indian,Keherva,2,6,3,16,2,1,5,6,FALSE,7,2
RHYTHM_1757621719600_61vcd,Indian,Non-Musician,28,india,indian,Jhaptal,2,3,8,33.7,4,3,2,3,FALSE,8,2
RHYTHM_1757626588074_j5g5m,Indian,Non-Musician,26,india,indian,Jhaptal,1,6,5,61.1,8,8,8,6,FALSE,1,1
RHYTHM_1757626588074_j5g5m,Indian,Non-Musician,26,india,indian,Keherva,1,7,2,52.9,4,3,6,7,FALSE,2,1
RHYTHM_1757626588074_j5g5m,Indian,Non-Musician,26,india,indian,Rupak,1,3,5,14.4,0,5,5,3,FALSE,3,1
RHYTHM_1757626588074_j5g5m,Indian,Non-Musician,26,india,indian,Rupak,2,7,1,60.6,6,1,1,7,FALSE,4,2
RHYTHM_1757626588074_j5g5m,Indian,Non-Musician,26,india,indian,Keherva,2,7,2,37.1,3,4,5,7,FALSE,5,2
RHYTHM_1757626588074_j5g5m,Indian,Non-Musician,26,india,indian,Teental,1,5,12,23.8,0,10,12,5,FALSE,6,1
RHYTHM_1757626588074_j5g5m,Indian,Non-Musician,26,india,indian,Teental,2,15,2,40.2,5,14,12,15,FALSE,7,2
RHYTHM_1757626588074_j5g5m,Indian,Non-Musician,26,india,indian,Jhaptal,2,6,5,25.5,2,5,1,6,FALSE,8,2
RHYTHM_1757749098950_676tn,Indian,Non-Musician,27,india,indian,Rupak,1,1,0,57.9,2,7,2,1,TRUE,1,1
RHYTHM_1757749098950_676tn,Indian,Non-Musician,27,india,indian,Keherva,1,3,6,34.7,1,3,7,3,FALSE,2,1
RHYTHM_1757749098950_676tn,Indian,Non-Musician,27,india,indian,Jhaptal,1,10,1,279,31,8,8,10,FALSE,3,1
RHYTHM_1757749098950_676tn,Indian,Non-Musician,27,india,indian,Teental,1,16,1,43.6,4,4,5,16,FALSE,4,1
RHYTHM_1757749098950_676tn,Indian,Non-Musician,27,india,indian,Keherva,2,3,6,59.3,3,3,3,3,FALSE,5,2
RHYTHM_1757749098950_676tn,Indian,Non-Musician,27,india,indian,Teental,2,16,1,38.8,1,15,2,16,FALSE,6,2
RHYTHM_1757749098950_676tn,Indian,Non-Musician,27,india,indian,Jhaptal,2,8,3,84.6,11,8,4,8,FALSE,7,2
RHYTHM_1757749098950_676tn,Indian,Non-Musician,27,india,indian,Rupak,2,1,0,34.1,2,7,5,1,TRUE,8,2
RHYTHM_1757941530550_xfaqk,Indian,Non-Musician,27,india,indian,Keherva,1,1,0,71.9,10,2,4,1,TRUE,1,1
RHYTHM_1757941530550_xfaqk,Indian,Non-Musician,27,india,indian,Jhaptal,1,3,8,37.1,3,5,1,3,FALSE,2,1
RHYTHM_1757941530550_xfaqk,Indian,Non-Musician,27,india,indian,Teental,1,15,2,47.1,6,12,4,15,FALSE,3,1
RHYTHM_1757941530550_xfaqk,Indian,Non-Musician,27,india,indian,Rupak,1,1,0,39.2,2,7,2,1,TRUE,4,1
RHYTHM_1757941530550_xfaqk,Indian,Non-Musician,27,india,indian,Rupak,2,1,0,17.9,1,1,1,1,TRUE,5,2
RHYTHM_1757941530550_xfaqk,Indian,Non-Musician,27,india,indian,Keherva,2,1,0,26.5,1,4,7,1,TRUE,6,2
RHYTHM_1757941530550_xfaqk,Indian,Non-Musician,27,india,indian,Jhaptal,2,8,3,70.7,6,6,5,8,FALSE,7,2
RHYTHM_1757941530550_xfaqk,Indian,Non-Musician,27,india,indian,Teental,2,16,1,14,2,16,15,16,FALSE,8,2
RHYTHM_1757945475724_dvqll,Indian,NICM_Musician,31,united kingdom,indian,Jhaptal,1,6,5,24,0,4,5,6,FALSE,1,1
RHYTHM_1757945475724_dvqll,Indian,NICM_Musician,31,united kingdom,indian,Rupak,1,1,0,40,4,6,3,1,TRUE,2,1
RHYTHM_1757945475724_dvqll,Indian,NICM_Musician,31,united kingdom,indian,Keherva,1,1,0,224,17,7,1,1,TRUE,3,1
RHYTHM_1757945475724_dvqll,Indian,NICM_Musician,31,united kingdom,indian,Rupak,2,1,0,29.6,2,6,2,1,TRUE,4,2
RHYTHM_1757945475724_dvqll,Indian,NICM_Musician,31,united kingdom,indian,Teental,1,10,7,88.9,6,3,13,10,FALSE,5,1
RHYTHM_1757945475724_dvqll,Indian,NICM_Musician,31,united kingdom,indian,Jhaptal,2,1,0,28.6,3,9,3,1,TRUE,6,2
RHYTHM_1757945475724_dvqll,Indian,NICM_Musician,31,united kingdom,indian,Keherva,2,1,0,35.3,1,2,1,1,TRUE,7,2
RHYTHM_1757945475724_dvqll,Indian,NICM_Musician,31,united kingdom,indian,Teental,2,1,0,159.5,22,2,12,1,TRUE,8,2
RHYTHM_1757955253057_ujjyh,Indian,Non-Musician,31,india,indian,Jhaptal,1,1,0,68.3,6,6,2,1,TRUE,1,1
RHYTHM_1757955253057_ujjyh,Indian,Non-Musician,31,india,indian,Jhaptal,2,6,5,54.4,3,4,4,6,FALSE,2,2
RHYTHM_1757955253057_ujjyh,Indian,Non-Musician,31,india,indian,Keherva,1,8,1,70,4,3,5,8,FALSE,3,1
RHYTHM_1757955253057_ujjyh,Indian,Non-Musician,31,india,indian,Teental,1,6,11,125.7,27,8,12,6,FALSE,4,1
RHYTHM_1757955253057_ujjyh,Indian,Non-Musician,31,india,indian,Rupak,1,7,1,30.7,3,4,5,7,FALSE,5,1
RHYTHM_1757955253057_ujjyh,Indian,Non-Musician,31,india,indian,Rupak,2,2,6,13,0,2,6,2,FALSE,6,2
RHYTHM_1757955253057_ujjyh,Indian,Non-Musician,31,india,indian,Teental,2,16,1,29.3,3,13,14,16,FALSE,7,2
RHYTHM_1757955253057_ujjyh,Indian,Non-Musician,31,india,indian,Keherva,2,3,6,17.2,1,4,7,3,FALSE,8,2
RHYTHM_1758013500335_hicqq,Indian,Non-Musician,63,india,indian,Keherva,1,1,0,110.3,14,4,2,1,TRUE,1,1
RHYTHM_1758013500335_hicqq,Indian,Non-Musician,63,india,indian,Keherva,2,8,1,30.1,0,7,1,8,FALSE,2,2
RHYTHM_1758013500335_hicqq,Indian,Non-Musician,63,india,indian,Teental,1,16,1,59.1,3,5,4,16,FALSE,3,1
RHYTHM_1758013500335_hicqq,Indian,Non-Musician,63,india,indian,Teental,2,13,4,64.3,1,10,3,13,FALSE,4,2
RHYTHM_1758013500335_hicqq,Indian,Non-Musician,63,india,indian,Jhaptal,1,5,6,78.9,1,4,7,5,FALSE,5,1
RHYTHM_1758013500335_hicqq,Indian,Non-Musician,63,india,indian,Rupak,1,2,6,112.2,0,6,6,2,FALSE,6,1
